6.4,0.583333333,2.9,0.375,4.3,0.559322034,1.3,0.5,versicolor,versicolor057
6.6,0.638888889,3,0.416666667,4.4,0.576271186,1.4,0.541666667,versicolor,versicolor058
6.8,0.694444444,2.8,0.333333333,4.8,0.644067797,1.4,0.541666667,versicolor,versicolor059
6.7,0.666666667,3,0.416666667,5,0.677966102,1.7,0.666666667,versicolor,versicolor060
6,0.472222222,2.9,0.375,4.5,0.593220339,1.5,0.583333333,versicolor,versicolor061
5.7,0.388888889,2.6,0.25,3.5,0.423728814,1,0.375,versicolor,versicolor062
5.5,0.333333333,2.4,0.166666667,3.8,0.474576271,1.1,0.416666667,versicolor,versicolor063
5.5,0.333333333,2.4,0.166666667,3.7,0.457627119,1,0.375,versicolor,versicolor064
5.8,0.416666667,2.7,0.291666667,3.9,0.491525424,1.2,0.458333333,versicolor,versicolor065
6,0.472222222,2.7,0.291666667,5.1,0.694915254,1.6,0.625,versicolor,versicolor066
6.3,0.555555556,3.3,0.541666667,6,0.847457627,2.5,0.9999,virginica,virginica067
5.8,0.416666667,2.7,0.291666667,5.1,0.694915254,1.9,0.75,virginica,virginica068
7.1,0.777777778,3,0.416666667,5.9,0.830508475,2.1,0.833333333,virginica,virginica069
6.3,0.555555556,2.9,0.375,5.6,0.779661017,1.8,0.708333333,virginica,virginica070
6.5,0.611111111,3,0.416666667,5.8,0.813559322,2.2,0.875,virginica,virginica071
7.6,0.916666667,3,0.416666667,6.6,0.949152542,2.1,0.833333333,virginica,virginica072
4.9,0.166666667,2.5,0.208333333,4.5,0.593220339,1.7,0.666666667,virginica,virginica073
7.3,0.833333333,2.9,0.375,6.3,0.898305085,1.8,0.708333333,virginica,virginica074
6.7,0.666666667,2.5,0.208333333,5.8,0.813559322,1.8,0.708333333,virginica,virginica075
7.2,0.805555556,3.6,0.666666667,6.1,0.86440678,2.5,0.9999,virginica,virginica076
6.5,0.611111111,3.2,0.5,5.1,0.694915254,2,0.791666667,virginica,virginica077
6.4,0.583333333,2.7,0.291666667,5.3,0.728813559,1.9,0.75,virginica,virginica078
6.8,0.694444444,3,0.416666667,5.5,0.762711864,2.1,0.833333333,virginica,virginica079
5.7,0.388888889,2.5,0.208333333,5,0.677966102,2,0.791666667,virginica,virginica080
5.8,0.416666667,2.8,0.333333333,5.1,0.694915254,2.4,0.958333333,virginica,virginica081
6.4,0.583333333,3.2,0.5,5.3,0.728813559,2.3,0.916666667,virginica,virginica082
6.5,0.611111111,3,0.416666667,5.5,0.762711864,1.8,0.708333333,virginica,virginica083
7.7,0.944444444,3.8,0.75,6.7,0.966101695,2.2,0.875,virginica,virginica084
7.7,0.944444444,2.6,0.25,6.9,0.9999,2.3,0.916666667,virginica,virginica085
6,0.472222222,2.2,0.083333333,5,0.677966102,1.5,0.583333333,virginica,virginica086
6.9,0.722222222,3.2,0.5,5.7,0.796610169,2.3,0.916666667,virginica,virginica087
5.6,0.361111111,2.8,0.333333333,4.9,0.661016949,2,0.791666667,virginica,virginica088
7.7,0.944444444,2.8,0.333333333,6.7,0.966101695,2,0.791666667,virginica,virginica089
6.3,0.555555556,2.7,0.291666667,4.9,0.661016949,1.8,0.708333333,virginica,virginica090
6.7,0.666666667,3.3,0.541666667,5.7,0.796610169,2.1,0.833333333,virginica,virginica091
7.2,0.805555556,3.2,0.5,6,0.847457627,1.8,0.708333333,virginica,virginica092
6.2,0.527777778,2.8,0.333333333,4.8,0.644067797,1.8,0.708333333,virginica,virginica093
6.1,0.5,3,0.416666667,4.9,0.661016949,1.8,0.708333333,virginica,virginica094
6.4,0.583333333,2.8,0.333333333,5.6,0.779661017,2.1,0.833333333,virginica,virginica095
7.2,0.805555556,3,0.416666667,5.8,0.813559322,1.6,0.625,virginica,virginica096
7.4,0.861111111,2.8,0.333333333,6.1,0.86440678,1.9,0.75,virginica,virginica097
7.9,0.9999,3.8,0.75,6.4,0.915254237,2,0.791666667,virginica,virginica098
6.4,0.583333333,2.8,0.333333333,5.6,0.779661017,2.2,0.875,virginica,virginica099
6.3,0.555555556,2.8,0.333333333,5.1,0.694915254,1.5,0.583333333,virginica,virginica100
